Target	# of miRNAs leading to upregulation	# of miRNAs leading to downregulation	Total Impact
CUL4A	2	-4	-2
CUL4B	0	-2	-2
CUL5	1	0	1
CUX2	0	-1	-1
CWC22	0	-1	-1
CWC25	1	0	1
CX3CL1	1	-3	-2
CXADR	0	-3	-3
CXCL10	0	-1	-1
CXCL12	0	-1	-1
CXCL13	1	0	1
CXCL9	0	-1	-1
CXCR1	0	-1	-1
CXCR5	2	-3	-1
CXorf21	0	-1	-1
CXorf23	0	-1	-1
CXorf36	1	-2	-1
CXorf38	1	0	1
CXorf56	1	-2	-1
CXXC1	1	-2	-1
CXXC4	1	-1	0
CYB561	0	-1	-1
CYB561A3	0	-2	-2
CYB561D1	2	-4	-2
CYB5B	0	-2	-2
CYB5D1	0	-1	-1
CYB5R1	0	-1	-1
CYB5R4	0	-2	-2
CYB5RL	0	-1	-1
CYBB	0	-1	-1
CYBRD1	1	-1	0
CYFIP2	0	-1	-1
CYGB	1	0	1
CYLC2	1	0	1
CYLD	2	-3	-1
CYP11B1	0	-1	-1
CYP11B2	0	-1	-1
CYP19A1	0	-1	-1
CYP1B1	2	0	2
CYP20A1	1	0	1
CYP26B1	2	-3	-1
CYP27B1	2	0	2
CYP2C19	0	-1	-1
CYP2J2	1	0	1
CYP2S1	0	-1	-1
CYP2U1	1	-2	-1
CYP39A1	0	-1	-1
CYP46A1	0	-1	-1
CYP4B1	0	-1	-1
CYP4F11	0	-1	-1
CYP4F22	1	-1	0
CYP4V2	0	-1	-1
CYP51A1	1	-1	0
CYP7B1	0	-1	-1
CYR61	0	-2	-2
CYSLTR1	1	0	1
CYSLTR2	1	0	1
CYTH1	1	0	1
CYTH2	0	-1	-1
CYTH3	0	-1	-1
CYTH4	0	-1	-1
CYTIP	0	-1	-1
CYYR1	0	-2	-2
DAAM1	0	-7	-7
DAAM2	1	-1	0
DAB1	2	-8	-6
DAB2	0	-3	-3
DAB2IP	0	-4	-4
DACH1	1	-5	-4
DACH2	0	-1	-1
DACT1	1	-3	-2
DACT3	1	-1	0
DAG1	0	-2	-2
DAGLA	0	-4	-4
DAND5	1	-1	0
DAPK1	0	-3	-3
DAPK2	1	0	1
DAPP1	0	-1	-1
DARS	1	0	1
DAZ1	0	-2	-2
DAZ2	0	-2	-2
DAZ3	0	-2	-2
DAZ4	0	-2	-2
DAZAP1	0	-1	-1
DAZAP2	1	-4	-3
DAZL	0	-1	-1
DBF4	1	0	1
DBI	0	-1	-1
DBN1	0	-3	-3
DBNDD1	0	-1	-1
DBNDD2	0	-1	-1
DBNL	3	-2	1
DBP	0	-1	-1
DBR1	0	-1	-1
DCAF10	2	-2	0
DCAF12	2	0	2
DCAF15	0	-1	-1
DCAF16	1	-1	0
DCAF17	0	-1	-1
DCAF5	3	-4	-1
DCAF7	2	-6	-4
DCAF8	0	-4	-4
DCAKD	0	-1	-1
DCBLD1	1	-1	0
DCBLD2	1	-10	-9
DCC	1	-5	-4
DCDC2	0	-4	-4
DCHS1	1	-1	0
DCHS2	1	-1	0
DCLK1	1	-2	-1
DCLK2	0	-1	-1
DCLK3	1	-1	0
DCLRE1B	1	-2	-1
DCP1A	2	-6	-4
DCP2	1	-6	-5
DCPS	1	-1	0
DCTD	1	0	1
DCTN3	2	-2	0
DCTN4	0	-2	-2
DCTN6	1	-3	-2
DCUN1D1	0	-5	-5
DCUN1D2	0	-2	-2
DCUN1D3	3	-8	-5
DCUN1D4	1	-10	-9
DCUN1D5	1	-4	-3
DCX	1	-9	-8
DDA1	0	-1	-1
DDAH1	1	-1	0
DDB1	1	0	1
DDHD1	1	-1	0
DDHD2	0	-3	-3
DDI1	1	-1	0
DDI2	3	-8	-5
DDIT4	2	-2	0
DDN	0	-1	-1
DDOST	0	-1	-1
DDR1	0	-1	-1
DDR2	2	-2	0
DDRGK1	0	-1	-1
DDX1	1	-1	0
DDX19A	0	-2	-2
DDX19B	2	-1	1
DDX20	1	0	1
DDX21	1	0	1
DDX26B	0	-1	-1
DDX31	1	0	1
DDX39A	0	-1	-1
DDX3X	1	-5	-4
DDX3Y	1	-4	-3
DDX41	0	-1	-1
DDX46	1	-1	0
DDX49	1	0	1
DDX5	2	-3	-1
DDX54	1	0	1
DDX59	1	0	1
DDX6	3	-5	-2
DEC1	0	-1	-1
DEDD	0	-4	-4
DEDD2	0	-1	-1
DEF6	1	0	1
DEGS1	1	0	1
DEK	0	-1	-1
DENND1A	0	-3	-3
DENND2C	1	-1	0
DENND2D	2	0	2
DENND3	0	-1	-1
DENND4B	1	-1	0
DENND4C	0	-1	-1
DENND5A	0	-1	-1
DENND5B	2	-4	-2
DENND6A	1	-3	-2
DENND6B	1	0	1
DENR	1	-2	-1
DEPTOR	0	-1	-1
DERA	0	-1	-1
DERL1	1	-1	0
DERL2	1	-3	-2
DERL3	1	-1	0
DES	1	-2	-1
DESI1	1	-3	-2
DESI2	0	-7	-7
DEXI	0	-2	-2
DFFB	1	0	1
DFNB31	0	-2	-2
DGAT2	0	-1	-1
DGCR14	1	-4	-3
DGCR2	2	-2	0
DGCR6L	1	-1	0
DGCR8	2	0	2
DGKA	1	0	1
DGKB	1	-2	-1
DGKD	1	-1	0
DGKE	1	-6	-5
DGKG	1	-2	-1
DGKH	1	-8	-7
DGKI	2	-4	-2
DGKQ	0	-1	-1
DHCR24	1	-1	0
DHCR7	0	-1	-1
DHDDS	1	-2	-1
DHODH	1	0	1
DHRS13	0	-1	-1
DHRS2	1	0	1
DHRS4	1	0	1
DHRS4L2	1	0	1
DHRS7	1	0	1
DHRS9	1	0	1
DHX29	1	-1	0
DHX30	1	-1	0
DHX36	0	-1	-1
DHX40	3	-4	-1
DHX57	0	-1	-1
DHX9	0	-1	-1
DIABLO	0	-1	-1
DIAPH1	1	-2	-1
DIAPH2	4	-8	-4
DIAPH3	2	0	2
DICER1	0	-5	-5
DIDO1	2	-1	1
DIEXF	1	-1	0
DIO2	3	-1	2
DIP2A	0	-2	-2
DIP2B	0	-2	-2
DIP2C	1	-5	-4
DIRAS1	1	-4	-3
DIRAS2	1	-5	-4
DIRC2	0	-2	-2
DIS3	1	-1	0
DISC1	1	-1	0
DIXDC1	1	-2	-1
DKFZP434E1119	0	-1	-1
DKFZP434H0512	1	-1	0
DKFZP761J1410	1	-1	0
DKFZP779L1853	0	-1	-1
DKK2	1	-4	-3
DKK3	1	0	1
DLAT	1	-1	0
DLC1	1	-3	-2
DLD	0	-1	-1
DLG1	1	-1	0
DLG2	2	-6	-4
DLG3	1	-4	-3
DLG4	0	-1	-1
DLG5	0	-1	-1
DLGAP2	1	-4	-3
DLGAP3	2	-1	1
DLGAP4	1	-3	-2
DLGAP5	0	-1	-1
DLL1	1	-4	-3
DLL4	1	-3	-2
DLST	0	-3	-3
DLX3	3	0	3
DLX4	0	-1	-1
DMBX1	1	-2	-1
DMC1	0	-2	-2
DMD	2	-3	-1
DMKN	1	0	1
DMP1	0	-1	-1
DMRT2	0	-3	-3
DMRT3	0	-2	-2
DMRTA1	1	0	1
DMRTA2	0	-4	-4
DMRTB1	1	0	1
DMRTC2	1	0	1
DMTF1	0	-1	-1
DMTN	1	0	1
DMXL1	2	-2	0
DMXL2	0	-1	-1
DNAAF2	0	-1	-1
DNAAF3	0	-1	-1
DNAH10OS	0	-1	-1
DNAH17-AS1	1	0	1
DNAH2	0	-1	-1
DNAH8	1	0	1
DNAH9	1	0	1
DNAJA2	1	-5	-4
DNAJA3	0	-2	-2
DNAJA4	0	-1	-1
DNAJB1	1	-2	-1
DNAJB11	1	-1	0
DNAJB12	1	-2	-1
DNAJB13	0	-1	-1
DNAJB14	1	-4	-3
DNAJB2	0	-1	-1
DNAJB4	1	-1	0
DNAJB5	0	-1	-1
DNAJB9	2	-3	-1
DNAJC1	0	-1	-1
DNAJC10	1	-1	0
DNAJC11	1	0	1
DNAJC13	0	-3	-3
DNAJC14	0	-3	-3
DNAJC15	1	-2	-1
DNAJC16	2	-4	-2
DNAJC18	0	-2	-2
DNAJC19	1	-2	-1
DNAJC24	1	0	1
DNAJC25	1	0	1
DNAJC25-GNG10	1	0	1
DNAJC27	1	-2	-1
DNAJC28	1	-1	0
DNAJC3	3	-2	1
DNAJC30	1	0	1
DNAJC5	1	-1	0
DNAJC5B	1	0	1
DNAJC6	1	-3	-2
DNAJC7	1	0	1
DNAL1	3	-5	-2
DNAL4	0	-1	-1
DNASE1L2	0	-1	-1
DND1	0	-1	-1
DNLZ	1	-2	-1
DNM1	0	-1	-1
DNM1L	0	-2	-2
DNM2	0	-2	-2
DNM3	1	-3	-2
DNMT1	1	-1	0
DNMT3A	1	-10	-9
DOC2A	1	0	1
DOC2B	0	-1	-1
DOCK11	0	-2	-2
DOCK3	1	-3	-2
DOCK4	2	-5	-3
DOCK5	1	-1	0
DOCK7	0	-1	-1
DOCK9	0	-1	-1
DOK1	0	-1	-1
DOK4	1	-1	0
DOK5	1	-1	0
DOK6	2	-6	-4
DOK7	1	0	1
DOLK	0	-1	-1
DOLPP1	1	-4	-3
DONSON	1	-1	0
DOPEY1	1	-1	0
DOT1L	1	-2	-1
DPCR1	0	-1	-1
DPF1	0	-2	-2
DPF2	1	-1	0
DPF3	0	-2	-2
DPH2	1	0	1
DPH3	1	0	1
DPP10	2	-3	-1
DPP3	0	-3	-3
DPP4	0	-1	-1
DPP8	1	-4	-3
DPP9	0	-1	-1
DPT	0	-2	-2
DPY19L1	0	-2	-2
DPY19L2	0	-1	-1
DPY19L3	0	-2	-2
DPY19L4	2	-2	0
DPYSL2	1	-7	-6
DPYSL3	1	-5	-4
DPYSL4	1	0	1
DPYSL5	1	-6	-5
DR1	1	-2	-1
DRAM2	0	-1	-1
DRAXIN	0	-1	-1
DRD1	1	-1	0
DRD2	1	0	1
DRP2	0	-5	-5
DSC1	0	-2	-2
DSC2	0	-1	-1
DSC3	0	-2	-2
DSCAM	1	0	1
DSCAML1	0	-1	-1
DSCR3	1	0	1
DSE	1	-1	0
DSEL	1	-3	-2
DSG2	1	0	1
DSG3	0	-1	-1
DST	3	-4	-1
DSTN	1	-1	0
DSTYK	3	-4	-1
DTD2	0	-1	-1
DTL	2	0	2
DTNA	0	-4	-4
DTWD1	1	0	1
DTWD2	1	0	1
DTX1	1	-3	-2
DTX2	0	-2	-2
DTX3L	1	0	1
DTX4	2	-5	-3
DTYMK	1	0	1
DUOX1	0	-1	-1
DUOX2	0	-1	-1
DUOXA1	0	-1	-1
DUS2	0	-1	-1
DUSP1	2	-4	-2
DUSP10	0	-2	-2
DUSP15	1	0	1
DUSP16	0	-3	-3
DUSP18	1	-1	0
DUSP19	0	-1	-1
DUSP2	1	-2	-1
DUSP22	1	-4	-3
DUSP3	1	-1	0
DUSP4	1	-3	-2
DUSP5	0	-4	-4
DUSP6	0	-1	-1
DUSP7	1	-1	0
DUSP8	1	-2	-1
DUSP9	0	-3	-3
DVL1	0	-1	-1
DVL2	0	-2	-2
DVL3	1	-1	0
DYDC2	1	0	1
DYNC1I1	0	-3	-3
DYNC1I2	1	-1	0
DYNC1LI2	2	-4	-2
DYNC2LI1	1	0	1
DYNLL2	1	-4	-3
DYNLT1	0	-2	-2
DYRK1A	2	-6	-4
DYRK1B	1	-1	0
DYRK2	2	-7	-5
DYRK3	0	-1	-1
DZIP1	0	-3	-3
DZIP3	1	0	1
E2F1	0	-3	-3
E2F2	0	-3	-3
E2F3	0	-6	-6
E2F5	1	-4	-3
E2F6	1	-3	-2
E2F7	1	-4	-3
EAF1	0	-3	-3
EARS2	0	-2	-2
EBAG9	1	-3	-2
EBF1	0	-4	-4
EBF2	1	-1	0
EBF3	1	-3	-2
EBF4	1	0	1
EBNA1BP2	1	0	1
ECE1	1	-2	-1
ECE2	1	0	1
ECEL1	1	0	1
ECHDC3	1	-1	0
ECI2	1	0	1
ECSIT	1	0	1
EDA	2	-7	-5
EDAR	0	-1	-1
EDC3	1	-1	0
EDDM3A	1	0	1
EDDM3B	1	0	1
EDEM1	0	-2	-2
EDEM3	1	-3	-2
EDIL3	2	-2	0
EDN1	0	-4	-4
EDN2	0	-1	-1
EDNRA	1	-2	-1
EDNRB	1	-1	0
EEA1	0	-2	-2
EED	0	-3	-3
EEF1A1	2	0	2
EEF2K	0	-1	-1
EEPD1	0	-2	-2
EFCAB10	1	0	1
EFCAB11	1	0	1
EFCAB14	2	-4	-2
EFCAB2	1	0	1
EFCAB4A	0	-1	-1
EFCAB6	1	-1	0
EFEMP1	0	-1	-1
EFEMP2	1	0	1
EFHC2	0	-2	-2
EFHD1	1	0	1
EFHD2	0	-2	-2
EFNA2	1	-4	-3
EFNA3	2	-2	0
EFNA4	1	0	1
EFNA5	2	-2	0
EFNB1	0	-1	-1
EFNB2	0	-6	-6
EFNB3	0	-1	-1
EFR3A	1	-3	-2
EFR3B	0	-2	-2
EFTUD2	0	-1	-1
EGF	1	0	1
EGFL7	1	0	1
EGFLAM	1	-1	0
EGFR	2	-1	1
EGLN1	0	-1	-1
EGLN2	0	-3	-3
EGLN3	1	-2	-1
EGR1	0	-2	-2
EGR2	0	-2	-2
EGR3	2	-3	-1
EHBP1L1	0	-1	-1
EHD1	0	-2	-2
EHD2	0	-1	-1
EHD3	1	-3	-2
EHD4	1	0	1
EHF	1	-2	-1
EI24	0	-1	-1
EID1	0	-1	-1
EIF1	0	-2	-2
EIF1AX	0	-2	-2
EIF2AK1	0	-1	-1
EIF2AK2	0	-1	-1
EIF2AK4	1	0	1
EIF2B2	2	-1	1
EIF2B3	0	-1	-1
EIF2S1	0	-2	-2
EIF2S2	1	-2	-1
EIF2S3	0	-1	-1
EIF3A	0	-1	-1
EIF3E	0	-1	-1
EIF3H	1	0	1
EIF3I	1	0	1
EIF3J	2	-7	-5
EIF3L	0	-1	-1
EIF3M	1	0	1
EIF4A1	3	-1	2
EIF4A2	1	-2	-1
EIF4B	0	-2	-2
EIF4E	1	-5	-4
EIF4E2	0	-1	-1
EIF4E3	2	-3	-1
EIF4EBP2	1	-2	-1
EIF4G1	0	-3	-3
EIF4G2	1	-3	-2
EIF4H	1	-1	0
EIF5	0	-2	-2
EIF5A	0	-1	-1
EIF5A2	0	-7	-7
EIF5B	1	-4	-3
EIF6	0	-1	-1
ELAC1	0	-1	-1
ELAVL1	1	-3	-2
ELAVL2	1	-5	-4
ELAVL3	2	-3	-1
ELAVL4	1	-3	-2
ELF1	0	-1	-1
ELF2	1	-4	-3
ELF3	1	-1	0
ELF4	0	-1	-1
ELF5	0	-1	-1
ELFN1	1	0	1
ELFN2	2	-5	-3
ELK1	1	-2	-1
ELK3	2	-3	-1
ELK4	1	-4	-3
ELL	0	-1	-1
ELL2	1	-3	-2
ELL3	0	-1	-1
ELMO1	2	-3	-1
ELMO2	0	-4	-4
ELMOD1	0	-2	-2
ELMOD2	1	-1	0
ELMOD3	0	-1	-1
ELMSAN1	1	-6	-5
ELN	0	-1	-1
ELOVL1	0	-1	-1
ELOVL2	1	-2	-1
ELOVL3	0	-1	-1
ELOVL4	0	-3	-3
ELOVL5	0	-1	-1
ELOVL6	1	-3	-2
ELP4	1	-2	-1
ELP5	2	0	2
ELP6	1	0	1
ELTD1	0	-2	-2
EMB	0	-2	-2
EMC10	1	0	1
EMC3	0	-1	-1
EMC4	1	-2	-1
EMCN	1	-2	-1
EME1	1	0	1
EMID1	0	-1	-1
EML1	1	-3	-2
EML2	0	-1	-1
EML3	0	-1	-1
EML4	2	-1	1
EML5	0	-4	-4
EML6	1	-3	-2
EMP1	0	-3	-3
EMP2	2	-2	0
EMX1	1	0	1
EMX2	0	-1	-1
EN1	1	-2	-1
EN2	1	-6	-5
ENAH	0	-7	-7
ENC1	1	0	1
ENDOD1	1	-3	-2
ENG	0	-1	-1
ENGASE	2	0	2
ENHO	0	-1	-1
ENOSF1	0	-1	-1
ENOX1	1	-1	0
ENOX2	2	0	2
ENPEP	1	-2	-1
ENPP1	2	-1	1
ENPP2	0	-2	-2
ENPP3	0	-1	-1
ENPP5	1	-3	-2
ENPP6	1	-1	0
ENSA	1	-1	0
ENTHD1	0	-1	-1
ENTPD1	0	-1	-1
ENTPD4	0	-1	-1
ENTPD5	0	-1	-1
ENTPD6	1	0	1
ENTPD7	2	-7	-5
ENTPD8	1	0	1
ENY2	1	0	1
EOGT	0	-1	-1
EOMES	0	-1	-1
EP300	0	-2	-2
EPAS1	1	-1	0
EPB41	1	-2	-1
EPB41L1	1	-3	-2
EPB41L2	0	-1	-1
EPB41L4A	0	-1	-1
EPB41L4B	0	-3	-3
EPB41L5	0	-1	-1
EPB42	1	0	1
EPC1	1	-2	-1
EPC2	0	-4	-4
EPG5	1	-2	-1
EPGN	1	-3	-2
EPHA1	0	-2	-2
EPHA10	1	-1	0
EPHA2	0	-1	-1
EPHA3	1	-1	0
EPHA4	0	-3	-3
EPHA5	1	-5	-4
EPHA6	1	-1	0
EPHA7	2	-5	-3
EPHA8	0	-3	-3
EPHB1	0	-1	-1
EPHB2	0	-2	-2
EPHB3	0	-1	-1
EPHB4	2	-3	-1
EPM2A	2	0	2
EPM2AIP1	1	-2	-1
EPN1	0	-1	-1
EPN2	1	-2	-1
EPS15	0	-3	-3
EPS8	0	-2	-2
EPT1	2	-4	-2
EPYC	0	-1	-1
ERAP1	0	-1	-1
ERBB2IP	1	-4	-3
ERBB3	1	0	1
ERBB4	3	-7	-4
ERC1	1	-5	-4
ERC2	1	-4	-3
ERCC2	1	0	1
ERCC4	0	-1	-1
ERCC6	1	-2	-1
ERCC6L	0	-1	-1
EREG	1	-2	-1
ERF	1	0	1
ERG	1	-6	-5
ERGIC1	0	-2	-2
ERGIC2	0	-3	-3
ERI1	0	-2	-2
ERI2	1	0	1
ERI3	0	-1	-1
ERLEC1	0	-1	-1
ERLIN1	0	-2	-2
ERLIN2	2	-3	-1
ERMN	1	-1	0
ERMP1	3	-5	-2
ERN1	2	-3	-1
ERO1L	1	-3	-2
ERO1LB	1	-2	-1
ERP27	0	-1	-1
ERP29	2	-1	1
ERP44	1	-3	-2
ERRFI1	1	-1	0
ERVMER34-1	0	-1	-1
ESCO1	0	-1	-1
ESCO2	1	0	1
ESD	1	-1	0
ESM1	0	-1	-1
ESPL1	0	-1	-1
ESPNL	1	0	1
ESR1	1	-4	-3
ESR2	1	-1	0
ESRP1	0	-2	-2
ESRP2	1	-2	-1
ESRRA	0	-4	-4
ESRRG	3	-4	-1
ESYT1	1	0	1
ESYT2	0	-1	-1
ETFA	0	-1	-1
ETFDH	0	-1	-1
ETNK1	0	-8	-8
ETNK2	0	-2	-2
ETNPPL	1	-1	0
ETS1	2	-5	-3
ETS2	2	-1	1
ETV1	3	-5	-2
ETV3	2	-8	-6
ETV3L	0	-1	-1
ETV4	0	-1	-1
ETV5	1	-4	-3
ETV6	1	-5	-4
EVA1A	0	-2	-2
EVA1C	1	0	1
EVI2A	1	-1	0
EVI5	0	-1	-1
EVX1	1	-1	0
EVX2	0	-1	-1
EXD2	3	-1	2
EXO1	1	-1	0
EXOC1	0	-1	-1
EXOC2	1	0	1
EXOC3L2	1	-2	-1
EXOC5	2	-5	-3
EXOC6B	1	-1	0
EXOC7	0	-1	-1
EXOG	1	0	1
EXOSC3	0	-1	-1
EXOSC7	0	-1	-1
EXOSC9	0	-1	-1
EXPH5	0	-2	-2
EXT1	0	-2	-2
EXT2	2	0	2
EXTL3	0	-1	-1
EYA1	1	-2	-1
EYA3	0	-4	-4
EYA4	3	-2	1
EZH1	1	-2	-1
EZH2	0	-2	-2
EZR	0	-1	-1
F10	0	-1	-1
F11	0	-1	-1
F11R	0	-1	-1
F2	0	-1	-1
F2R	0	-1	-1
F2RL1	2	0	2
F3	1	-3	-2
F5	0	-1	-1
F7	1	0	1
FABP1	1	-1	0
FABP2	1	0	1
FABP3	0	-2	-2
FABP4	0	-1	-1
FADD	0	-1	-1
FADS1	0	-2	-2
FADS2	1	0	1
FADS6	1	-1	0
FAF1	1	-2	-1
FAF2	2	-1	1
FAHD1	0	-1	-1
FAHD2A	0	-1	-1
FAIM2	1	-1	0
FAIM3	0	-1	-1
FAM101B	1	0	1
FAM102A	0	-3	-3
FAM102B	1	-1	0
FAM104A	0	-4	-4
FAM105A	1	0	1
FAM105B	1	-2	-1
FAM107B	2	-1	1
FAM109A	0	-1	-1
FAM114A1	1	-1	0
FAM115A	1	0	1
FAM115C	1	0	1
FAM117A	1	-2	-1
FAM117B	1	-4	-3
FAM118A	0	-2	-2
FAM118B	0	-2	-2
FAM120A	1	-1	0
FAM120B	1	0	1
FAM122A	0	-1	-1
FAM122B	1	-1	0
FAM124A	0	-2	-2
FAM124B	0	-1	-1
FAM126A	2	-2	0
FAM126B	1	-9	-8
FAM129A	2	-3	-1
FAM129B	1	-1	0
FAM131A	1	0	1
FAM131B	2	-2	0
FAM131C	0	-1	-1
FAM132A	0	-1	-1
FAM132B	1	-1	0
FAM133B	0	-2	-2
FAM134A	0	-4	-4
FAM134B	2	0	2
FAM134C	0	-6	-6
FAM135A	0	-3	-3
FAM135B	1	-3	-2
FAM136A	0	-1	-1
FAM13A	1	-3	-2
FAM13B	1	-2	-1
FAM13C	1	-1	0
FAM149A	0	-1	-1
FAM149B1	0	-1	-1
FAM154B	1	0	1
FAM155A	3	-2	1
FAM155B	2	-2	0
FAM160B1	1	-2	-1
FAM160B2	0	-5	-5
FAM161B	1	0	1
FAM163A	1	0	1
FAM167A	0	-6	-6
FAM167B	1	0	1
FAM168A	3	-4	-1
FAM168B	1	-3	-2
FAM169A	1	-2	-1
FAM170B	0	-2	-2
FAM171A1	1	-1	0
FAM171A2	0	-1	-1
FAM171B	1	-2	-1
FAM172A	1	-4	-3
FAM174B	0	-1	-1
FAM175B	1	-3	-2
FAM177A1	0	-2	-2
FAM178A	1	-7	-6
FAM179A	2	-4	-2
FAM179B	0	-2	-2
FAM184A	1	-1	0
FAM184B	0	-2	-2
FAM187A	0	-1	-1
FAM189A1	1	-4	-3
FAM189B	0	-1	-1
FAM192A	0	-1	-1
FAM193B	0	-3	-3
FAM196A	1	-2	-1
FAM196B	0	-5	-5
FAM198B	0	-1	-1
FAM199X	2	-2	0
FAM19A1	1	-2	-1
FAM19A2	1	0	1
FAM19A4	1	0	1
FAM19A5	2	-5	-3
FAM204A	1	-3	-2
FAM208A	2	-2	0
FAM20B	0	-2	-2
FAM20C	0	-1	-1
FAM210A	0	-1	-1
FAM210B	0	-1	-1
FAM211A	1	-2	-1
FAM212B	1	-1	0
FAM214A	0	-2	-2
FAM214B	0	-1	-1
FAM216A	0	-1	-1
FAM216B	1	-1	0
FAM217B	0	-1	-1
FAM219B	1	-5	-4
FAM21A	1	0	1
FAM21B	1	0	1
FAM21C	1	0	1
FAM221A	0	-1	-1
FAM221B	1	0	1
FAM222A	0	-2	-2
FAM222B	1	-6	-5
FAM227B	0	-2	-2
FAM228B	1	0	1
FAM229B	1	0	1
FAM26E	1	-2	-1
FAM32A	1	-1	0
FAM3B	1	0	1
FAM3C	0	-3	-3
FAM43A	0	-2	-2
FAM45A	0	-1	-1
FAM46A	2	0	2
FAM46B	2	-1	1
FAM46C	0	-3	-3
FAM46D	1	0	1
FAM47E	0	-2	-2
FAM49A	3	-3	0
FAM49B	2	-2	0
FAM53A	0	-1	-1
FAM53B	0	-2	-2
FAM53C	0	-3	-3
FAM57A	1	-2	-1
FAM57B	0	-4	-4
FAM60A	0	-5	-5
FAM63B	1	-5	-4
FAM64A	1	0	1
FAM65B	1	-2	-1
FAM69C	1	-1	0
FAM71E1	0	-1	-1
FAM71F1	0	-1	-1
FAM71F2	1	0	1
FAM73A	2	-1	1
FAM73B	1	-2	-1
FAM76A	1	-1	0
FAM76B	0	-2	-2
FAM78A	1	-3	-2
FAM78B	0	-1	-1
FAM81A	1	-6	-5
FAM83A	2	0	2
FAM83C	1	0	1
FAM83D	2	0	2
FAM83E	1	0	1
FAM83F	2	-3	-1
FAM83G	0	-2	-2
FAM83H	1	0	1
FAM84A	0	-3	-3
FAM84B	0	-3	-3
FAM86A	1	0	1
FAM89A	1	0	1
FAM89B	1	0	1
FAM8A1	0	-1	-1
FAM91A1	1	-4	-3
FAM92A1	2	0	2
FAM96A	0	-1	-1
FAM98A	0	-2	-2
FAM98B	0	-1	-1
FANCF	1	0	1
FANCI	1	0	1
FANCL	0	-1	-1
FANCM	1	0	1
FAR1	1	-2	-1
FAR2	1	0	1
FARP1	1	-1	0
FARSB	1	0	1
FASLG	1	-3	-2
FASN	0	-1	-1
FASTK	0	-5	-5
FASTKD2	2	-2	0
FAT1	0	-1	-1
FAT2	1	-4	-3
FAT3	1	-6	-5
FAT4	1	-1	0
FAXC	1	-5	-4
FBF1	1	0	1
FBLIM1	1	-1	0
FBLN2	0	-1	-1
FBLN5	1	0	1
FBLN7	0	-1	-1
FBN1	2	-3	-1
FBN2	1	-6	-5
FBRS	2	-3	-1
FBRSL1	0	-2	-2
FBXL12	0	-2	-2
FBXL13	1	0	1
FBXL14	1	0	1
FBXL16	1	0	1
FBXL17	1	-1	0
FBXL18	0	-1	-1
FBXL19	1	-1	0
FBXL2	1	-2	-1
FBXL20	1	-7	-6
FBXL3	2	-1	1
FBXL4	1	-2	-1
FBXL5	0	-1	-1
FBXL7	0	-1	-1
FBXO10	0	-4	-4
FBXO11	0	-1	-1
FBXO21	2	-4	-2
FBXO22	0	-1	-1
FBXO24	1	-1	0
FBXO28	2	-8	-6
FBXO3	1	-4	-3
FBXO30	3	-5	-2
FBXO32	1	-4	-3
FBXO33	0	-7	-7
FBXO34	1	0	1
FBXO39	0	-1	-1
FBXO40	0	-1	-1
FBXO41	1	-4	-3
FBXO42	0	-7	-7
FBXO43	0	-1	-1
FBXO44	1	0	1
FBXO45	1	-3	-2
FBXO46	0	-1	-1
FBXO48	0	-2	-2
FBXW11	2	0	2
FBXW2	0	-1	-1
FBXW7	0	-9	-9
FBXW9	0	-1	-1
FCAMR	1	0	1
FCER1A	0	-1	-1
FCGR3A	1	-1	0
FCGR3B	1	-1	0
FCHO2	1	-3	-2
FCHSD1	1	-1	0
FCHSD2	0	-6	-6
FCRL1	0	-1	-1
FCRL4	0	-1	-1
FCRL5	0	-1	-1
FDX1L	0	-1	-1
FDXR	0	-1	-1
FEM1B	1	-2	-1
FEM1C	0	-4	-4
FER	1	-2	-1
FERMT2	1	-5	-4
FEV	1	0	1
FEZ2	0	-1	-1
FEZF1	0	-2	-2
FEZF2	0	-1	-1
FFAR3	0	-1	-1
FFAR4	0	-1	-1
FGB	1	0	1
FGD1	0	-1	-1
FGD3	1	0	1
FGD4	1	-4	-3
FGD5	0	-1	-1
FGD6	1	-2	-1
FGF1	1	0	1
FGF10	0	-2	-2
FGF11	0	-2	-2
FGF12	4	-6	-2
FGF13	2	-1	1
FGF14	0	-2	-2
FGF16	0	-1	-1
FGF17	1	0	1
FGF18	0	-2	-2
FGF19	1	-1	0
FGF2	0	-3	-3
FGF20	1	-2	-1
FGF23	1	-1	0
FGF3	0	-1	-1
FGF4	0	-1	-1
FGF5	1	-3	-2
FGF7	3	-4	-1
FGF9	0	-2	-2
FGFBP3	0	-1	-1
FGFR1	1	-2	-1
FGFR1OP	0	-4	-4
FGFR1OP2	1	0	1
FGFR2	1	-1	0
FGFR3	1	-2	-1
FGFRL1	0	-2	-2
FGG	1	0	1
FGL1	0	-1	-1
FGL2	1	-1	0
FHDC1	2	0	2
FHL1	0	-1	-1
FHL3	0	-2	-2
FHL5	1	0	1
FHOD1	0	-1	-1
FHOD3	1	-1	0
FIBCD1	0	-1	-1
FIBIN	1	-2	-1
FICD	0	-3	-3
FIG4	1	0	1
FIGF	0	-1	-1
FIGN	2	-7	-5
FIGNL1	0	-1	-1
FIP1L1	1	0	1
FITM2	0	-2	-2
FJX1	0	-2	-2
FKBP14	1	0	1
FKBP15	1	0	1
